user_snippet,prediction
2235_135,Walking
2235_136,Sitting
2235_137,Walking
2235_138,Jogging
2235_139,Jogging
2235_140,Walking
2235_141,Jogging
2235_142,Jogging
2235_143,Walking
2235_144,Standing
2235_145,Walking
2235_146,Jogging
2235_147,Standing
2235_148,Jogging
2235_149,Walking
2235_150,Walking
2235_151,Walking
2235_152,Walking
2235_153,Sitting
2235_154,Jogging
2235_155,Standing
2235_156,Jogging
2235_157,Walking
2235_158,Upstairs
2235_159,Walking
2235_160,Jogging
2235_161,Sitting
2235_162,Walking
2235_163,Walking
2235_164,Walking
2235_165,Jogging
2235_166,Walking
2235_167,Walking
2235_168,Walking
2235_169,Jogging
2235_170,Walking
2235_171,Jogging
2235_172,Upstairs
2235_173,Standing
2235_174,Upstairs
2235_175,Upstairs
2235_176,Walking
2235_177,Downstairs
2235_178,Walking
2235_179,Jogging
2235_180,Walking
2235_181,Jogging
2235_182,Walking
2235_183,Upstairs
2235_184,Downstairs
2235_185,Upstairs
2235_186,Sitting
2235_187,Walking
2235_188,Walking
2235_189,Walking
2235_190,Walking
2235_191,Walking
2235_192,Walking
2235_193,Jogging
2235_194,Jogging
2235_195,Jogging
2235_196,Walking
2235_197,Walking
2235_198,Walking
2235_199,Upstairs
2235_200,Jogging
2235_201,Walking
2235_202,Walking
2235_203,Jogging
2235_204,Jogging
2235_205,Walking
2235_206,Upstairs
2235_207,Jogging
2235_208,Walking
2235_209,Downstairs
2235_210,Walking
2235_211,Upstairs
2235_212,Upstairs
2235_213,Jogging
2235_214,Jogging
2235_215,Walking
2235_216,Jogging
2235_217,Sitting
2235_218,Upstairs
2235_219,Downstairs
2235_220,Walking
2235_221,Downstairs
2235_222,Sitting
2235_223,Jogging
2235_224,Jogging
2235_225,Walking
2235_226,Standing
2235_227,Downstairs
2235_228,Walking
2235_229,Walking
2235_230,Downstairs
2235_231,Walking
2235_232,Standing
2235_233,Sitting
2235_234,Jogging
2235_235,Upstairs
2235_236,Jogging
2235_237,Walking
2235_238,Walking
2235_239,Jogging
2235_240,Walking
2235_241,Jogging
2235_242,Walking
2235_243,Jogging
2235_244,Jogging
2235_245,Jogging
2235_246,Walking
2235_247,Jogging
2235_248,Walking
2235_249,Walking
2235_250,Standing
2235_251,Jogging
2235_252,Walking
2235_253,Jogging
2235_254,Walking
2235_255,Jogging
2235_256,Jogging
2235_257,Jogging
2235_258,Walking
2235_259,Walking
2235_260,Jogging
2235_261,Walking
2235_262,Walking
2235_263,Sitting
2235_264,Walking
2235_265,Upstairs
2235_266,Walking
2235_267,Jogging
2235_268,Sitting
2235_269,Upstairs
2235_270,Jogging
2235_271,Upstairs
2235_272,Upstairs
2235_273,Upstairs
2235_274,Upstairs
2235_275,Jogging
2235_276,Walking
2235_277,Sitting
2235_278,Upstairs
2235_279,Walking
2235_280,Upstairs
2235_281,Walking
2235_282,Walking
2235_283,Walking
2235_284,Sitting
2235_285,Walking
2235_286,Jogging
2235_287,Walking
2235_288,Jogging
2235_289,Jogging
2235_290,Jogging
2235_291,Jogging
2235_292,Standing
2235_293,Jogging
2235_294,Walking
2235_295,Standing
2235_296,Jogging
2235_297,Jogging
2235_298,Walking
2235_299,Sitting
2235_300,Walking
2235_301,Walking
2235_302,Jogging
2235_303,Walking
2235_304,Sitting
2235_305,Jogging
2235_306,Walking
2235_307,Sitting
2235_308,Walking
2235_309,Walking
2235_310,Walking
2235_311,Upstairs
2235_312,Jogging
2235_313,Walking
2235_314,Jogging
2235_315,Upstairs
2235_316,Upstairs
2235_317,Walking
2235_318,Jogging
2235_319,Jogging
2235_320,Jogging
2235_321,Standing
2235_322,Jogging
2235_323,Walking
2235_324,Upstairs
2235_325,Upstairs
2235_326,Walking
2235_327,Walking
2235_328,Walking
2235_329,Walking
2235_330,Downstairs
2235_331,Walking
2235_332,Walking
2235_333,Upstairs
2235_334,Jogging
2235_335,Walking
2235_336,Jogging
2235_337,Walking
2235_338,Jogging
2235_339,Walking
2235_340,Walking
2235_341,Downstairs
2235_342,Sitting
2235_343,Sitting
2235_344,Jogging
2235_345,Walking
2235_346,Jogging
2235_347,Downstairs
2235_348,Walking
2235_349,Jogging
2235_350,Downstairs
2235_351,Walking
2235_352,Jogging
2235_353,Walking
2235_354,Sitting
2235_355,Jogging
2235_356,Walking
2235_357,Walking
2235_358,Walking
2235_359,Walking
2235_360,Jogging
2235_361,Walking
2235_362,Upstairs
2235_363,Jogging
2235_364,Downstairs
2235_365,Walking
2235_366,Jogging
2235_367,Walking
2235_368,Upstairs
2235_369,Upstairs
2235_370,Walking
2235_371,Walking
2235_372,Downstairs
2235_373,Walking
2235_374,Walking
2235_375,Sitting
2235_376,Walking
2235_377,Walking
2235_378,Upstairs
2235_379,Standing
2235_380,Walking
2235_381,Jogging
2235_382,Jogging
2235_383,Walking
2235_384,Sitting
2235_385,Walking
2235_386,Jogging
2235_387,Jogging
2235_388,Walking
2235_389,Standing
2235_390,Upstairs
2235_391,Downstairs
2235_392,Standing
2235_393,Walking
2235_394,Jogging
2235_395,Upstairs
2235_396,Jogging
2235_397,Jogging
2235_398,Walking
2235_399,Jogging
2235_400,Jogging
2235_401,Jogging
2235_402,Upstairs
2235_403,Upstairs
2235_404,Walking
2235_405,Walking
2235_406,Walking
2235_407,Jogging
2235_408,Jogging
2235_409,Upstairs
2235_410,Downstairs
2235_411,Standing
2235_412,Walking
2235_413,Walking
2235_414,Walking
2235_415,Walking
2235_416,Walking
2235_417,Jogging
2235_418,Upstairs
2235_419,Jogging
2235_420,Walking
2235_421,Jogging
2235_422,Walking
2235_423,Downstairs
2235_424,Sitting
2235_425,Jogging
2235_426,Jogging
2235_427,Standing
2235_428,Jogging
2235_429,Jogging
2235_430,Walking
2235_431,Walking
2235_432,Walking
2235_433,Jogging
2235_434,Jogging
2235_435,Jogging
2235_436,Sitting
2235_437,Sitting
2235_438,Jogging
2235_439,Jogging
2235_440,Walking
2235_441,Downstairs
2235_442,Jogging
2346_0,Upstairs
2346_1,Upstairs
2346_2,Jogging
2346_3,Upstairs
2346_4,Walking
2346_5,Walking
2346_6,Walking
2346_7,Jogging
2346_8,Jogging
2346_9,Upstairs
2346_10,Upstairs
2346_11,Jogging
2346_12,Upstairs
2346_13,Walking
2346_14,Jogging
2346_15,Upstairs
2346_16,Walking
2346_17,Downstairs
2346_18,Jogging
2346_19,Upstairs
2346_20,Walking
2346_21,Jogging
2346_22,Jogging
2346_23,Walking
2346_24,Upstairs
2346_25,Jogging
2346_26,Upstairs
2346_27,Upstairs
2346_28,Walking
2346_29,Upstairs
2346_30,Jogging
2346_31,Walking
2346_32,Upstairs
2346_33,Upstairs
2346_34,Jogging
2346_35,Walking
2346_36,Walking
2346_37,Upstairs
2346_38,Downstairs
2346_39,Upstairs
2346_40,Upstairs
2346_41,Jogging
2346_42,Walking
2346_43,Walking
2346_44,Walking
2346_45,Standing
2346_46,Walking
2346_47,Walking
2346_48,Upstairs
2346_49,Upstairs
2346_50,Upstairs
2346_51,Standing
2346_52,Walking
2346_53,Downstairs
2346_54,Upstairs
2346_55,Downstairs
2346_56,Walking
2346_57,Walking
2346_58,Jogging
2346_59,Jogging
2346_60,Walking
2346_61,Upstairs
2346_62,Upstairs
2346_63,Jogging
2346_64,Walking
2346_65,Jogging
2346_66,Jogging
2346_67,Upstairs
2346_68,Upstairs
2346_69,Walking
2346_70,Upstairs
2346_71,Upstairs
2346_72,Jogging
2346_73,Walking
2346_74,Jogging
2346_75,Upstairs
2346_76,Walking
2346_77,Jogging
2346_78,Sitting
2346_79,Walking
2346_80,Jogging
2346_81,Walking
2346_82,Upstairs
2346_83,Upstairs
2346_84,Walking
2346_85,Upstairs
2346_86,Upstairs
2346_87,Walking
2346_88,Walking
2346_89,Walking
2346_90,Upstairs
2346_91,Walking
2346_92,Upstairs
2346_93,Walking
2346_94,Sitting
2346_95,Jogging
2346_96,Jogging
2346_97,Upstairs
2346_98,Jogging
2346_99,Walking
2346_100,Downstairs
2346_101,Walking
2346_102,Upstairs
2346_103,Jogging
2346_104,Walking
2346_105,Upstairs
2346_106,Upstairs
2346_107,Walking
2346_108,Walking
2346_109,Standing
2346_110,Jogging
2346_111,Upstairs
2346_112,Walking
2346_113,Upstairs
2346_114,Walking
2346_115,Jogging
2346_116,Walking
2346_117,Walking
2346_118,Walking
2346_119,Walking
2346_120,Upstairs
2346_121,Upstairs
2346_122,Walking
2346_123,Jogging
2346_124,Jogging
2346_125,Upstairs
2346_126,Walking
2346_127,Walking
2346_128,Jogging
2346_129,Upstairs
2346_130,Jogging
2346_131,Walking
2346_132,Walking
2346_133,Jogging
2346_134,Jogging
2346_135,Jogging
2346_136,Walking
2346_137,Jogging
2346_138,Jogging
2346_139,Jogging
2346_140,Upstairs
2346_141,Jogging
2346_142,Upstairs
2346_143,Upstairs
2346_144,Jogging
2346_145,Walking
2346_146,Upstairs
2346_147,Standing
2346_148,Jogging
2346_149,Upstairs
2346_150,Downstairs
2346_151,Walking
2346_152,Upstairs
2346_153,Jogging
2346_154,Jogging
2346_155,Walking
2346_156,Walking
2346_157,Jogging
2346_158,Jogging
2346_159,Jogging
2346_160,Upstairs
2346_161,Upstairs
2346_162,Walking
2346_163,Walking
2346_164,Walking
2346_165,Upstairs
2346_166,Jogging
2346_167,Upstairs
2346_168,Walking
2346_169,Walking
2346_170,Upstairs
2346_171,Upstairs
2346_172,Upstairs
2346_173,Jogging
2346_174,Jogging
2346_175,Upstairs
2346_176,Jogging
2346_177,Upstairs
2346_178,Walking
2346_179,Walking
2346_180,Walking
2346_181,Upstairs
2346_182,Upstairs
2346_183,Jogging
2346_184,Jogging
2346_185,Upstairs
2346_186,Upstairs
2346_187,Walking
2346_188,Jogging
2346_189,Upstairs
2346_190,Walking
2346_191,Upstairs
2346_192,Upstairs
2346_193,Upstairs
2346_194,Walking
2346_195,Upstairs
2346_196,Upstairs
2346_197,Upstairs
2346_198,Walking
2346_199,Upstairs
2346_200,Jogging
2346_201,Upstairs
2346_202,Jogging
2346_203,Upstairs
2346_204,Jogging
2346_205,Jogging
2346_206,Upstairs
2346_207,Walking
2346_208,Downstairs
2346_209,Walking
2346_210,Walking
2346_211,Walking
2346_212,Walking
2346_213,Jogging
2346_214,Jogging
2346_215,Jogging
2346_216,Walking
2346_217,Walking
2346_218,Walking
2346_219,Jogging
2346_220,Jogging
2346_221,Upstairs
2346_222,Upstairs
2346_223,Jogging
2383_0,Downstairs
2383_1,Downstairs
2383_2,Walking
2383_3,Walking
2383_4,Jogging
2383_5,Walking
2383_6,Downstairs
2383_7,Downstairs
2383_8,Jogging
2383_9,Walking
2383_10,Jogging
2383_11,Jogging
2383_12,Standing
2383_13,Downstairs
2383_14,Downstairs
2383_15,Walking
2383_16,Downstairs
2383_17,Jogging
2383_18,Walking
2383_19,Jogging
2383_20,Standing
2383_21,Downstairs
2383_22,Jogging
2383_23,Walking
2383_24,Standing
2383_25,Walking
2383_26,Jogging
2383_27,Jogging
2383_28,Walking
2383_29,Walking
2383_30,Walking
2383_31,Standing
2383_32,Downstairs
2383_33,Walking
2383_34,Walking
2383_35,Walking
2383_36,Jogging
2383_37,Walking
2383_38,Jogging
2383_39,Walking
2383_40,Walking
2383_41,Jogging
2383_42,Walking
2383_43,Jogging
2383_44,Standing
2383_45,Walking
2383_46,Walking
2383_47,Downstairs
2383_48,Jogging
2383_49,Walking
2383_50,Downstairs
2383_51,Downstairs
2383_52,Downstairs
2383_53,Jogging
2383_54,Standing
2383_55,Upstairs
2383_56,Jogging
2383_57,Jogging
2383_58,Standing
2383_59,Standing
2383_60,Walking
2383_61,Jogging
2383_62,Jogging
2383_63,Walking
2383_64,Jogging
2383_65,Jogging
2383_66,Walking
2383_67,Walking
2383_68,Jogging
2383_69,Downstairs
2383_70,Walking
2383_71,Jogging
2383_72,Jogging
2383_73,Jogging
2383_74,Jogging
2383_75,Jogging
2383_76,Jogging
2383_77,Jogging
2383_78,Standing
2383_79,Jogging
2383_80,Walking
2383_81,Jogging
2383_82,Walking
2383_83,Walking
2383_84,Walking
2383_85,Jogging
2383_86,Jogging
2383_87,Walking
2383_88,Downstairs
2383_89,Standing
2383_90,Jogging
2383_91,Jogging
2383_92,Walking
2383_93,Walking
2383_94,Walking
2383_95,Walking
2383_96,Jogging
2383_97,Jogging
2383_98,Downstairs
2383_99,Downstairs
2383_100,Standing
2383_101,Upstairs
2383_102,Jogging
2383_103,Walking
2383_104,Jogging
2383_105,Downstairs
2383_106,Standing
2383_107,Standing
2383_108,Jogging
2383_109,Jogging
2383_110,Jogging
2383_111,Jogging
2383_112,Walking
2383_113,Jogging
2383_114,Downstairs
2383_115,Jogging
2383_116,Downstairs
2383_117,Jogging
2383_118,Walking
2383_119,Walking
2383_120,Walking
2383_121,Jogging
2383_122,Standing
2383_123,Walking
2383_124,Standing
2383_125,Standing
2383_126,Jogging
2383_127,Jogging
2383_128,Jogging
2383_129,Standing
2383_130,Jogging
2383_131,Walking
2383_132,Jogging
2383_133,Walking
2383_134,Jogging
2383_135,Walking
2383_136,Walking
2383_137,Jogging
2383_138,Walking
2383_139,Jogging
2383_140,Jogging
2383_141,Jogging
2383_142,Jogging
2383_143,Jogging
2383_144,Walking
2383_145,Jogging
2383_146,Jogging
2383_147,Jogging
2383_148,Jogging
2383_149,Jogging
2383_150,Standing
2383_151,Walking
2383_152,Standing
2383_153,Jogging
2383_154,Jogging
2383_155,Jogging
2383_156,Downstairs
2383_157,Walking
2383_158,Jogging
2383_159,Jogging
2383_160,Downstairs
2383_161,Walking
2383_162,Jogging
2383_163,Downstairs
2383_164,Jogging
2383_165,Jogging
2383_166,Downstairs
2383_167,Walking
2383_168,Standing
2383_169,Jogging
2383_170,Walking
2383_171,Jogging
2383_172,Walking
2383_173,Standing
2383_174,Jogging
2383_175,Jogging
2383_176,Jogging
2383_177,Jogging
2383_178,Walking
2383_179,Walking
2383_180,Walking
2383_181,Walking
2383_182,Jogging
2383_183,Walking
2383_184,Jogging
2383_185,Jogging
2383_186,Jogging
2383_187,Jogging
2383_188,Standing
2383_189,Downstairs
2383_190,Walking
2383_191,Jogging
2383_192,Standing
2383_193,Walking
2383_194,Downstairs
2383_195,Jogging
2383_196,Jogging
2383_197,Jogging
2383_198,Walking
2383_199,Jogging
2383_200,Downstairs
2383_201,Jogging
2383_202,Jogging
2383_203,Standing
2383_204,Walking
2383_205,Jogging
2383_206,Upstairs
2383_207,Walking
2383_208,Walking
2383_209,Standing
2383_210,Walking
2383_211,Upstairs
2383_212,Jogging
2383_213,Walking
2383_214,Jogging
2383_215,Walking
2383_216,Jogging
2383_217,Standing
2383_218,Walking
2383_219,Upstairs
2383_220,Jogging
2383_221,Jogging
2383_222,Jogging
2383_223,Jogging
2383_224,Walking
2383_225,Walking
2383_226,Walking
2383_227,Standing
2383_228,Walking
2383_229,Standing
2383_230,Walking
2383_231,Walking
2383_232,Walking
2383_233,Walking
2383_234,Walking
2383_235,Walking
2383_236,Jogging
2383_237,Jogging
2383_238,Walking
2383_239,Upstairs
2383_240,Jogging
2383_241,Jogging
2383_242,Walking
2383_243,Walking
2383_244,Standing
2383_245,Jogging
2383_246,Walking
2383_247,Standing
2383_248,Jogging
2383_249,Walking
2383_250,Walking
2383_251,Jogging
2383_252,Downstairs
2383_253,Walking
2383_254,Walking
2383_255,Jogging
2383_256,Downstairs
2383_257,Downstairs
2383_258,Jogging
2383_259,Jogging
2383_260,Walking
2383_261,Standing
2383_262,Walking
2383_263,Walking
2383_264,Walking
2383_265,Walking
2383_266,Standing
2383_267,Jogging
2383_268,Walking
2383_269,Walking
2383_270,Upstairs
2383_271,Jogging
2383_272,Downstairs
2383_273,Jogging
2383_274,Jogging
2383_275,Downstairs
2383_276,Jogging
2383_277,Walking
2383_278,Upstairs
2383_279,Walking
2383_280,Walking
2383_281,Walking
2383_282,Walking
2383_283,Standing
2383_284,Jogging
2383_285,Jogging
2383_286,Standing
2383_287,Downstairs
2383_288,Jogging
2383_289,Downstairs
2383_290,Downstairs
2383_291,Walking
2383_292,Walking
2383_293,Walking
2383_294,Upstairs
2383_295,Jogging
2383_296,Walking
2383_297,Jogging
2383_298,Jogging
2383_299,Downstairs
2383_300,Walking
2383_301,Jogging
2383_302,Jogging
2383_303,Walking
2383_304,Walking
2383_305,Jogging
2383_306,Jogging
2383_307,Jogging
2383_308,Downstairs
2383_309,Walking
2383_310,Jogging
2383_311,Walking
2383_312,Walking
2383_313,Jogging
2383_314,Walking
2383_315,Standing
2383_316,Jogging
2383_317,Walking
2383_318,Jogging
2383_319,Jogging
2383_320,Walking
2383_321,Jogging
2383_322,Walking
2383_323,Jogging
2383_324,Walking
2383_325,Walking
2383_326,Walking
2383_327,Walking
2383_328,Walking
2383_329,Jogging
2383_330,Standing
2383_331,Downstairs
2383_332,Standing
2383_333,Walking
2480_0,Downstairs
2480_1,Jogging
2480_2,Jogging
2480_3,Walking
2480_4,Sitting
2480_5,Upstairs
2480_6,Standing
2480_7,Walking
2480_8,Jogging
2480_9,Walking
2480_10,Jogging
2480_11,Standing
2480_12,Jogging
2480_13,Walking
2480_14,Downstairs
2480_15,Jogging
2480_16,Jogging
2480_17,Jogging
2480_18,Upstairs
2480_19,Walking
2480_20,Jogging
2480_21,Jogging
2480_22,Downstairs
2480_23,Upstairs
2480_24,Jogging
2480_25,Jogging
2480_26,Downstairs
2480_27,Jogging
2480_28,Walking
2480_29,Walking
2480_30,Walking
2480_31,Walking
2480_32,Jogging
2480_33,Jogging
2480_34,Standing
2480_35,Jogging
2480_36,Standing
2480_37,Upstairs
2480_38,Standing
2480_39,Jogging
2480_40,Jogging
2480_41,Jogging
2480_42,Jogging
2480_43,Sitting
2480_44,Downstairs
2480_45,Jogging
2480_46,Sitting
2480_47,Walking
2480_48,Jogging
2480_49,Walking
2480_50,Jogging
2480_51,Walking
2480_52,Walking
2480_53,Walking
2480_54,Walking
2480_55,Upstairs
2480_56,Standing
2480_57,Walking
2480_58,Walking
2480_59,Jogging
2480_60,Walking
2480_61,Sitting
2480_62,Jogging
2480_63,Walking
2480_64,Walking
2480_65,Walking
2480_66,Upstairs
2480_67,Upstairs
2480_68,Sitting
2480_69,Walking
2480_70,Walking
2480_71,Walking
2480_72,Sitting
2480_73,Walking
2480_74,Upstairs
2480_75,Walking
2480_76,Downstairs
2480_77,Upstairs
2480_78,Walking
2480_79,Walking
2480_80,Jogging
2480_81,Walking
2480_82,Walking
2480_83,Walking
2480_84,Jogging
2480_85,Upstairs
2480_86,Sitting
2480_87,Jogging
2480_88,Jogging
2480_89,Jogging
2480_90,Upstairs
2480_91,Jogging
2480_92,Walking
2480_93,Jogging
2480_94,Jogging
2480_95,Walking
2480_96,Jogging
2480_97,Walking
2480_98,Jogging
2480_99,Upstairs
2480_100,Jogging
2480_101,Walking
2480_102,Walking
2480_103,Walking
2480_104,Jogging
2480_105,Upstairs
2480_106,Jogging
2480_107,Standing
2480_108,Jogging
2480_109,Upstairs
2480_110,Walking
2480_111,Walking
2480_112,Jogging
2480_113,Walking
2480_114,Jogging
2480_115,Jogging
2480_116,Jogging
2480_117,Sitting
2480_118,Standing
2480_119,Walking
2480_120,Walking
2480_121,Walking
2480_122,Walking
2480_123,Walking
2480_124,Walking
2480_125,Jogging
2480_126,Jogging
2480_127,Jogging
2480_128,Walking
2480_129,Walking
2480_130,Jogging
2480_131,Upstairs
2480_132,Upstairs
2480_133,Upstairs
2480_134,Standing
2480_135,Walking
2480_136,Jogging
2480_137,Jogging
2480_138,Walking
2480_139,Walking
2480_140,Walking
2480_141,Jogging
2480_142,Walking
2480_143,Jogging
2480_144,Jogging
2480_145,Walking
2480_146,Jogging
2480_147,Walking
2480_148,Walking
2480_149,Walking
2480_150,Walking
2480_151,Walking
2480_152,Walking
2480_153,Jogging
2480_154,Walking
2480_155,Walking
2480_156,Jogging
2480_157,Downstairs
2480_158,Walking
2480_159,Upstairs
2480_160,Walking
2480_161,Upstairs
2480_162,Jogging
2480_163,Sitting
2480_164,Upstairs
2480_165,Jogging
2480_166,Walking
2480_167,Jogging
2480_168,Walking
2480_169,Downstairs
2480_170,Upstairs
2480_171,Downstairs
2480_172,Downstairs
2480_173,Walking
2480_174,Walking
2480_175,Jogging
2480_176,Walking
2480_177,Walking
2480_178,Jogging
2480_179,Jogging
2480_180,Sitting
2480_181,Walking
2480_182,Upstairs
2480_183,Jogging
2480_184,Sitting
2480_185,Walking
2480_186,Walking
2480_187,Standing
2480_188,Walking
2480_189,Walking
2480_190,Upstairs
2480_191,Standing
2480_192,Jogging
2480_193,Jogging
2480_194,Sitting
2480_195,Walking
2480_196,Jogging
2480_197,Jogging
2480_198,Jogging
2480_199,Sitting
2480_200,Walking
2480_201,Upstairs
2480_202,Jogging
2480_203,Upstairs
2480_204,Walking
2480_205,Walking
2480_206,Sitting
2480_207,Walking
2480_208,Sitting
2480_209,Jogging
2480_210,Upstairs
2480_211,Walking
2480_212,Walking
2480_213,Sitting
2480_214,Upstairs
2480_215,Upstairs
2480_216,Jogging
2480_217,Jogging
2480_218,Jogging
2480_219,Standing
2480_220,Jogging
2480_221,Walking
2480_222,Jogging
2480_223,Walking
2480_224,Upstairs
2480_225,Sitting
2480_226,Walking
2480_227,Jogging
2480_228,Walking
2480_229,Walking
2480_230,Sitting
2480_231,Sitting
2480_232,Upstairs
2480_233,Walking
2480_234,Sitting
2480_235,Walking
2480_236,Walking
2480_237,Walking
2480_238,Jogging
2480_239,Walking
2480_240,Jogging
2480_241,Walking
2480_242,Upstairs
2480_243,Sitting
2480_244,Walking
2480_245,Walking
2480_246,Jogging
2480_247,Walking
2480_248,Walking
2480_249,Downstairs
2480_250,Jogging
2480_251,Standing
2480_252,Walking
2480_253,Jogging
2480_254,Downstairs
2480_255,Sitting
2480_256,Walking
2480_257,Walking
2480_258,Upstairs
2480_259,Sitting
2480_260,Upstairs
2480_261,Upstairs
2480_262,Jogging
2480_263,Jogging
2480_264,Walking
2480_265,Walking
2480_266,Walking
2480_267,Downstairs
2480_268,Jogging
2480_269,Sitting
2480_270,Upstairs
2480_271,Walking
2480_272,Walking
2480_273,Walking
2480_274,Downstairs
2480_275,Walking
2480_276,Sitting
2480_277,Walking
2480_278,Standing
2480_279,Jogging
2480_280,Downstairs
2480_281,Jogging
2480_282,Walking
2480_283,Jogging
2480_284,Walking
2480_285,Standing
2480_286,Walking
2480_287,Downstairs
2480_288,Jogging
2480_289,Walking
2480_290,Walking
2480_291,Sitting
2480_292,Walking
2480_293,Jogging
2480_294,Walking
2480_295,Walking
2480_296,Walking
2480_297,Walking
2480_298,Jogging
2480_299,Walking
2480_300,Upstairs
2480_301,Jogging
2480_302,Downstairs
2480_303,Jogging
2480_304,Walking
2480_305,Standing
2480_306,Downstairs
2480_307,Sitting
2480_308,Jogging
2480_309,Walking
2480_310,Sitting
2480_311,Sitting
2480_312,Walking
2480_313,Jogging
2480_314,Walking
2480_315,Jogging
2480_316,Jogging
2480_317,Jogging
2480_318,Upstairs
2480_319,Jogging
2480_320,Upstairs
2480_321,Jogging
2480_322,Walking
2480_323,Jogging
2480_324,Sitting
2480_325,Jogging
2480_326,Walking
2480_327,Jogging
2480_328,Walking
2480_329,Walking
2480_330,Walking
2480_331,Downstairs
2480_332,Sitting
2480_333,Jogging
